lat_grid,lon_grid,customers,churned_customers,avg_cltv,revenue,churn_rate_pct,revenue_at_risk
38.73,-120.8,4,0,4368.75,4725.14,0.0,0.0
38.73,-120.45,4,1,3251.75,13770.74,25.0,1126.82
38.74,-121.25,4,1,4263.75,22166.93,25.0,6697.3
38.74,-119.86,4,0,4147.75,14648.02,0.0,0.0
38.75,-121.18,4,1,3875.75,5774.39,25.0,25.1
38.75,-120.68,4,1,4484.75,7429.23,25.0,303.81
38.76,-121.29,4,2,4311.5,17019.71,50.0,3832.23
38.77,-120.21,4,1,4862.5,8081.61,25.0,42.52
38.78,-121.37,4,0,5158.75,18959.85,0.0,0.0
38.79,-122.59,4,0,4154.25,17854.41,0.0,0.0
38.79,-121.61,4,1,4163.25,12575.79,25.0,83.71
38.79,-121.24,4,0,3666.0,17164.84,0.0,0.0
38.8,-122.94,4,1,4642.0,6548.58,25.0,667.62
38.8,-121.04,4,1,3563.5,4244.01,25.0,132.74
38.81,-122.24,4,1,3794.75,6617.18,25.0,121.5
38.81,-121.17,4,1,4541.25,17040.84,25.0,7711.41
38.81,-120.13,4,0,5516.25,13290.85,0.0,0.0
38.82,-121.28,4,0,4360.0,16219.45,0.0,0.0
38.82,-120.92,4,2,4638.0,14384.56,50.0,11589.35
38.83,-122.2,4,2,4796.75,17416.15,50.0,3008.72
38.83,-122.13,4,0,4413.0,8979.58,0.0,0.0
38.83,-121.5,4,2,4123.75,19391.82,50.0,9450.9
38.84,-122.73,4,1,4784.25,12602.83,25.0,3128.84
38.85,-123.51,4,1,4453.75,27176.84,25.0,7787.94
38.85,-120.84,4,2,4221.75,9565.86,50.0,1766.95
38.85,-120.08,4,1,3734.0,14937.95,25.0,364.74
38.86,-121.18,4,1,4013.25,14034.48,25.0,8054.52
38.88,-121.77,4,1,4267.0,17027.82,25.0,2260.42
38.88,-121.16,4,1,3545.5,7318.5,25.0,78.65
38.88,-120.97,4,1,3532.5,15309.33,25.0,272.56
38.89,-123.24,4,1,4720.5,17118.78,25.0,35.05
38.91,-123.61,4,1,4859.0,15125.52,25.0,2834.39
38.91,-121.08,4,0,4405.25,20126.36,0.0,0.0
38.91,-120.11,2,2,5236.5,3445.8,100.0,3445.8
38.92,-121.31,4,0,4281.5,24691.31,0.0,0.0
38.92,-120.9,4,2,4276.0,11928.02,50.0,802.65
38.93,-122.79,4,0,5648.5,29154.03,0.0,0.0
38.93,-122.55,4,0,4861.0,13923.72,0.0,0.0
38.93,-121.95,4,2,3610.25,5796.11,50.0,1025.24
38.94,-123.12,4,1,4696.75,9279.77,25.0,149.73
38.94,-120.79,4,0,4379.0,11433.34,0.0,0.0
38.95,-121.48,4,1,4100.25,5081.74,25.0,1350.77
38.97,-123.59,4,0,4605.75,28066.93,0.0,0.0
38.97,-122.63,4,2,3355.0,7173.51,50.0,5751.56
38.98,-122.05,4,1,5601.0,23179.52,25.0,9411.65
38.98,-121.35,4,1,4413.0,14714.75,25.0,209.39
38.98,-120.99,4,1,4793.25,16733.43,25.0,198.43
38.99,-121.11,4,2,4927.0,8215.71,50.0,5357.08
39.0,-121.02,4,2,4129.25,12058.4,50.0,2327.02
39.01,-120.98,4,1,3873.5,6870.4,25.0,68.08
39.03,-123.38,4,0,4417.0,22599.0,0.0,0.0
39.03,-121.9,4,3,3854.0,6705.72,75.0,2911.22
39.03,-121.61,4,0,4368.5,12144.54,0.0,0.0
39.03,-120.81,4,0,4890.5,13278.05,0.0,0.0
39.04,-121.41,4,3,4377.0,4212.78,75.0,1174.23
39.05,-122.74,4,0,3843.5,10303.27,0.0,0.0
39.06,-120.18,3,1,4104.0,14186.56,33.33,305.95
39.07,-122.6,4,2,4325.5,10112.25,50.0,2550.25
39.07,-121.83,4,0,3525.0,12647.4,0.0,0.0
39.08,-122.96,4,1,3379.25,7392.77,25.0,117.56
39.08,-121.71,4,2,4075.5,5723.28,50.0,1361.81
39.08,-121.55,4,1,5019.0,13597.11,25.0,2441.48
39.08,-120.89,4,1,3741.75,3294.04,25.0,78.7
39.09,-123.5,4,1,3710.25,12599.06,25.0,1408.73
39.1,-121.14,4,2,4320.5,5574.14,50.0,552.96
39.11,-123.65,4,1,5019.5,11098.61,25.0,66.77
39.12,-122.84,4,2,4179.25,9859.36,50.0,1073.53
39.12,-122.28,4,2,4480.75,5063.26,50.0,864.87
39.12,-120.21,3,1,3445.0,1823.82,33.33,91.7
39.13,-123.23,4,1,3856.75,17765.12,25.0,527.91
39.13,-121.39,4,1,3762.0,11924.22,25.0,856.35
39.14,-122.77,4,1,4383.75,13784.48,25.0,880.2
39.17,-121.81,4,1,4431.25,18540.46,25.0,93.7
39.17,-120.84,4,0,3710.75,15253.72,0.0,0.0
39.18,-123.55,4,1,4254.0,12548.47,25.0,101.29
39.18,-121.29,4,0,4444.0,5577.35,0.0,0.0
39.18,-120.16,3,0,3454.0,14970.47,0.0,0.0
39.19,-120.99,4,0,3732.5,6514.68,0.0,0.0
39.19,-120.21,4,0,4966.75,7825.38,0.0,0.0
39.2,-121.5,4,0,4581.75,9465.25,0.0,0.0
39.2,-121.2,4,0,4880.75,7467.84,0.0,0.0
39.2,-120.84,4,2,2750.5,5593.21,50.0,948.11
39.22,-122.99,4,1,4416.5,11090.78,25.0,756.83
39.22,-122.91,4,0,4508.75,16773.37,0.0,0.0
39.22,-120.79,4,0,4450.5,9490.16,0.0,0.0
39.23,-123.72,4,0,3742.0,8536.12,0.0,0.0
39.23,-121.16,4,2,4490.75,11757.07,50.0,6455.72
39.23,-120.09,4,2,4351.0,18420.37,50.0,5341.6
39.24,-123.57,4,3,4205.75,2844.97,75.0,2672.89
39.24,-120.72,4,1,4569.75,17453.68,25.0,4575.25
39.24,-120.05,4,2,2965.25,10666.56,50.0,8200.85
39.25,-123.77,4,0,3915.0,8706.04,0.0,0.0
39.25,-120.03,4,1,3592.75,10387.55,25.0,452.64
39.26,-121.78,4,1,4807.0,10968.58,25.0,853.84
39.27,-122.05,4,1,5517.5,14132.69,25.0,29.46
39.28,-122.23,4,1,3989.75,12391.8,25.0,2261.98
39.28,-120.41,4,2,5069.5,10273.64,50.0,1244.14
39.29,-122.42,4,0,5081.25,19003.41,0.0,0.0
39.29,-121.32,4,1,4548.75,11758.73,25.0,2181.56
39.3,-123.25,4,1,4385.25,15613.14,25.0,2460.22
39.31,-123.74,4,2,4596.25,4521.93,50.0,198.95
39.33,-120.86,4,1,3977.0,2793.84,25.0,45.8
39.34,-121.25,4,0,5531.5,19058.2,0.0,0.0
39.34,-120.79,4,0,4616.5,13368.09,0.0,0.0
39.35,-121.76,4,1,3830.0,15373.03,25.0,6286.63
39.36,-123.78,4,2,4558.0,24514.02,50.0,4792.05
39.38,-121.21,4,2,5758.75,18103.59,50.0,11180.95
39.4,-121.38,4,2,3078.25,9496.26,50.0,6393.82
39.41,-123.05,4,0,4404.75,23074.06,0.0,0.0
39.42,-122.04,4,2,5485.75,14324.97,50.0,3190.91
39.42,-120.98,4,0,3748.0,10079.54,0.0,0.0
39.43,-121.1,4,1,4493.75,20829.8,25.0,1354.72
39.44,-121.55,4,1,4227.0,16185.87,25.0,2580.5
39.44,-121.26,4,1,3914.5,11528.73,25.0,85.48
39.45,-121.94,4,1,4506.0,15060.28,25.0,5535.07
39.46,-123.68,4,0,4466.5,17973.9,0.0,0.0
39.46,-121.82,4,0,4474.0,10340.26,0.0,0.0
39.46,-121.2,4,2,4718.25,9631.31,50.0,259.56
39.47,-121.42,4,2,4259.75,2587.52,50.0,157.51
39.47,-120.84,4,0,4193.5,4328.21,0.0,0.0
39.49,-123.38,4,0,3627.0,13946.46,0.0,0.0
39.49,-122.29,4,1,4080.0,11775.74,25.0,664.86
39.5,-121.75,4,0,4580.25,4971.55,0.0,0.0
39.53,-122.59,4,1,4659.0,7433.72,25.0,115.85
39.53,-121.25,4,1,5152.0,16849.18,25.0,5292.64
39.56,-121.15,4,1,4208.5,8862.86,25.0,206.17
39.56,-120.87,4,0,5203.75,20068.22,0.0,0.0
39.56,-120.35,4,2,3406.5,2605.75,50.0,2198.36
39.58,-121.09,4,2,3899.5,9767.36,50.0,728.69
39.58,-120.78,4,1,4207.5,10063.9,25.0,429.96
39.6,-122.03,4,0,5058.75,15865.8,0.0,0.0
39.6,-120.64,4,3,3284.25,10453.73,75.0,6746.13
39.61,-121.78,4,0,3954.0,17106.6,0.0,0.0
39.62,-121.55,4,0,5563.25,11439.14,0.0,0.0
39.64,-120.23,4,0,4157.5,6459.73,0.0,0.0
39.66,-121.38,4,0,4721.0,20045.67,0.0,0.0
39.67,-120.46,4,0,4618.5,15230.1,0.0,0.0
39.68,-121.84,4,2,3903.0,12456.9,50.0,10990.36
39.7,-121.64,4,0,4167.5,14497.33,0.0,0.0
39.71,-123.68,4,2,4288.25,2185.18,50.0,1340.46
39.72,-123.77,4,1,4698.0,18096.79,25.0,5175.38
39.73,-122.04,4,1,5053.75,8406.95,25.0,253.88
39.75,-122.3,4,1,5307.0,15006.4,25.0,112.74
39.75,-121.84,4,1,4824.25,8523.73,25.0,75.6
39.75,-120.58,4,0,4835.0,15181.61,0.0,0.0
39.76,-123.36,4,0,4748.0,5775.61,0.0,0.0
39.78,-120.66,4,1,3398.0,5383.32,25.0,2300.76
39.79,-120.45,3,0,5319.0,14034.83,0.0,0.0
39.81,-123.53,4,1,5033.25,20181.52,25.0,655.0
39.83,-123.18,4,1,4216.5,10537.43,25.0,1946.35
39.85,-122.54,4,1,4914.25,7339.89,25.0,103.67
39.87,-123.74,4,0,4607.75,6097.3,0.0,0.0
39.87,-120.2,4,0,5157.25,9309.2,0.0,0.0
39.88,-122.59,4,3,4664.25,6621.68,75.0,6466.03
39.9,-121.84,4,0,4793.75,13143.87,0.0,0.0
39.9,-121.53,4,0,4014.5,10662.86,0.0,0.0
39.91,-122.29,4,1,4662.25,21776.05,25.0,7364.52
39.93,-121.58,4,1,3578.0,9151.44,25.0,1833.92
39.94,-121.06,4,1,4754.5,13679.42,25.0,3878.58
39.96,-123.68,4,1,5825.25,29946.89,25.0,7373.82
39.96,-122.02,3,1,3603.0,8782.26,33.33,1626.7
39.97,-121.04,4,3,3213.25,3498.87,75.0,3097.31
40.01,-120.1,4,1,4895.5,14111.27,25.0,1800.55
40.02,-122.13,4,0,4750.0,12733.89,0.0,0.0
40.02,-121.06,4,4,4023.0,1453.58,100.0,1453.58
40.03,-122.18,4,0,4035.5,9121.74,0.0,0.0
40.05,-120.74,4,1,3832.75,9846.09,25.0,77.81
40.06,-123.68,4,1,4426.0,9081.09,25.0,167.39
40.06,-122.09,4,1,4065.25,19430.24,25.0,9180.75
40.08,-121.49,4,1,2668.25,8028.25,25.0,1842.35
40.08,-120.96,4,1,4396.25,11070.46,25.0,3027.85
40.14,-123.85,4,1,5129.25,22570.66,25.0,10022.26
40.16,-120.84,4,0,4930.25,13204.03,0.0,0.0
40.17,-123.58,4,1,5122.5,15541.53,25.0,2024.3
40.17,-123.42,4,1,3995.0,12733.38,25.0,1670.65
40.17,-121.12,4,2,5150.25,9703.67,50.0,3148.2
40.18,-123.75,4,0,3675.75,7486.99,0.0,0.0
40.18,-120.39,4,0,4369.75,24929.62,0.0,0.0
40.19,-122.39,4,2,5500.25,15007.41,50.0,6068.15
40.2,-120.18,4,0,4553.0,15698.53,0.0,0.0
40.21,-123.86,4,3,4916.25,12119.34,75.0,7462.46
40.24,-121.15,4,0,4637.75,13032.8,0.0,0.0
40.27,-124.21,4,1,4345.5,12230.48,25.0,2626.0
40.27,-123.81,4,1,4246.0,7275.88,25.0,48.18
40.27,-121.02,4,2,4205.75,5835.04,50.0,562.98
40.29,-120.51,4,0,4471.5,16396.3,0.0,0.0
40.31,-123.91,4,0,3754.0,6807.96,0.0,0.0
40.31,-123.67,4,0,3682.75,7273.66,0.0,0.0
40.33,-121.46,4,1,5053.25,17459.16,25.0,1803.75
40.34,-124.06,4,1,5726.25,24651.76,25.0,68.41
40.34,-122.45,4,1,3485.0,6938.76,25.0,108.93
40.34,-121.82,4,1,3724.5,9244.91,25.0,118.81
40.35,-120.39,4,0,3637.0,5626.7,0.0,0.0
40.35,-120.08,4,1,4247.5,8781.34,25.0,614.25
40.36,-123.84,4,0,3912.75,3635.15,0.0,0.0
40.37,-123.53,4,3,4159.5,9207.82,75.0,8783.61
40.37,-122.94,4,1,4145.25,4372.41,25.0,81.05
40.39,-123.41,4,0,5339.75,7073.34,0.0,0.0
40.41,-121.58,4,2,4634.5,19388.16,50.0,11244.81
40.43,-121.85,4,0,4747.5,14343.28,0.0,0.0
40.44,-124.1,4,0,4071.25,2450.17,0.0,0.0
40.45,-122.31,4,2,4403.0,5248.49,50.0,4254.25
40.48,-124.3,4,1,2861.5,7580.59,25.0,4851.93
40.49,-124.16,4,3,4655.5,15111.96,75.0,9736.51
40.5,-123.93,4,0,4257.25,10103.16,0.0,0.0
40.5,-121.83,4,1,4515.5,19397.03,25.0,3423.26
40.51,-120.34,4,0,5345.5,14733.72,0.0,0.0
40.52,-122.65,4,1,3466.5,14924.56,25.0,8414.62
40.53,-122.32,4,1,4629.75,14166.78,25.0,4200.3
40.53,-122.15,4,0,3779.75,9562.8,0.0,0.0
40.56,-124.08,4,2,4674.75,16552.61,50.0,9392.52
40.56,-120.61,4,2,5365.0,9527.53,50.0,3131.81
40.58,-124.12,4,0,4920.0,14433.73,0.0,0.0
40.58,-122.2,4,2,4699.0,17865.16,50.0,678.85
40.59,-122.9,4,2,5533.5,12683.16,50.0,2028.1
40.59,-122.46,4,1,4368.5,3837.68,25.0,98.35
40.62,-122.51,3,0,5575.0,19378.02,0.0,0.0
40.64,-121.91,4,1,4792.75,25877.48,25.0,4260.67
40.65,-123.47,4,0,5056.0,6167.45,0.0,0.0
40.66,-123.87,4,0,3889.5,16501.89,0.0,0.0
40.66,-121.43,4,3,3976.25,4808.9,75.0,2994.74
40.67,-124.24,4,1,4620.0,873.05,25.0,98.93
40.68,-122.29,4,0,4496.0,8294.42,0.0,0.0
40.69,-122.37,4,1,4069.0,16913.72,25.0,25.05
40.69,-122.04,4,2,4976.5,3585.28,50.0,2875.27
40.7,-122.8,4,3,4617.75,7698.64,75.0,6276.24
40.72,-122.11,4,1,4368.0,3734.81,25.0,719.1
40.73,-124.22,4,1,5600.25,11386.72,25.0,381.56
40.74,-124.11,4,1,4628.5,11066.87,25.0,744.17
40.74,-122.59,4,0,4157.75,8796.77,0.0,0.0
40.76,-122.94,4,2,3362.75,8590.56,50.0,7567.51
40.77,-123.8,4,1,4055.5,3532.67,25.0,126.07
40.78,-123.29,4,0,4931.75,19823.13,0.0,0.0
40.79,-121.47,4,2,4907.0,7962.34,50.0,7840.23
40.8,-124.15,4,1,3732.75,5947.47,25.0,607.45
40.81,-124.19,4,1,4747.75,14570.89,25.0,108.8
40.83,-124.05,4,2,4099.25,13939.44,50.0,4473.34
40.84,-124.0,4,0,4116.5,13039.75,0.0,0.0
40.85,-123.45,4,1,4519.75,9828.44,25.0,87.47
40.85,-120.32,3,0,4528.0,9826.63,0.0,0.0
40.88,-122.42,4,1,4898.5,13525.13,25.0,431.63
40.88,-121.89,4,0,4794.25,13128.62,0.0,0.0
40.9,-123.54,4,1,4868.75,9587.91,25.0,160.95
40.91,-123.07,4,0,5560.25,16968.23,0.0,0.0
40.92,-122.06,4,1,4340.25,7364.47,25.0,148.4
40.94,-123.83,4,2,4959.0,9658.38,50.0,8834.93
40.94,-121.57,4,1,4994.0,22477.22,25.0,5647.3
40.95,-123.66,4,0,4261.5,12971.44,0.0,0.0
40.95,-121.72,4,2,3849.25,12881.3,50.0,7608.42
40.97,-124.02,4,2,4622.25,24578.92,50.0,20037.74
41.02,-121.47,4,1,4370.0,2427.89,25.0,105.02
41.03,-120.67,4,1,4996.75,8316.3,25.0,259.92
41.04,-120.51,4,0,5189.25,11703.62,0.0,0.0
41.08,-122.7,4,2,3479.75,14591.78,50.0,5868.64
41.08,-121.2,4,1,4751.5,10240.2,25.0,4812.84
41.08,-121.11,4,1,5613.25,22505.13,25.0,2219.51
41.1,-121.88,4,2,4484.75,13829.0,50.0,7266.82
41.11,-121.36,4,1,3861.75,7390.14,25.0,184.73
41.12,-122.34,4,2,4342.0,13902.27,50.0,8667.8
41.16,-124.03,4,2,4003.0,11689.02,50.0,3961.25
41.16,-123.7,4,1,5179.0,11130.01,25.0,976.22
41.17,-120.91,4,2,3990.5,5539.38,50.0,2457.91
41.21,-122.39,4,1,4638.75,3982.12,25.0,712.85
41.23,-123.19,4,0,5075.0,18910.88,0.0,0.0
41.25,-122.11,4,0,3863.0,6576.68,0.0,0.0
41.27,-123.55,4,0,4162.25,5037.59,0.0,0.0
41.27,-120.49,3,0,5205.33,14503.7,0.0,0.0
41.28,-121.16,4,0,3751.5,10103.89,0.0,0.0
41.28,-120.15,4,2,4749.25,238.57,50.0,127.26
41.34,-124.04,4,0,4716.25,13572.69,0.0,0.0
41.34,-122.29,4,0,3788.75,10375.55,0.0,0.0
41.39,-122.79,4,1,5484.5,18071.57,25.0,90.6
41.41,-123.01,4,1,3615.5,16451.37,25.0,83.35
41.41,-122.7,4,0,4333.75,20995.0,0.0,0.0
41.44,-123.47,4,1,4040.25,13822.59,25.0,7613.73
41.47,-122.38,4,0,4654.25,23521.94,0.0,0.0
41.47,-120.54,3,0,5261.33,1819.33,0.0,0.0
41.49,-120.91,4,1,3882.0,3137.84,25.0,1582.68
41.51,-120.15,4,0,4906.0,8686.55,0.0,0.0
41.53,-122.96,4,1,4699.0,14507.79,25.0,1286.7
41.57,-124.04,4,1,4821.25,20110.61,25.0,3653.96
41.6,-122.54,4,0,4075.75,4720.36,0.0,0.0
41.74,-123.08,4,0,4826.25,15747.87,0.0,0.0
41.75,-120.4,3,0,4542.67,6988.01,0.0,0.0
41.76,-122.67,4,0,4757.5,17467.67,0.0,0.0
41.77,-121.92,4,0,4374.25,14238.91,0.0,0.0
41.81,-121.49,4,0,4091.75,6909.34,0.0,0.0
41.82,-122.95,4,2,3848.5,9467.14,50.0,3108.46
41.83,-123.49,4,2,4202.5,12118.15,50.0,10607.62
41.87,-123.79,4,1,5155.5,12943.86,25.0,330.77
41.92,-123.26,3,1,3945.33,10580.16,33.33,664.09
41.93,-120.14,3,1,5563.0,18286.51,33.33,3122.87
41.95,-124.1,4,4,4386.5,7831.42,100.0,7831.42
41.95,-122.05,4,1,4034.25,7134.09,25.0,110.0
41.96,-122.53,4,1,5098.0,8908.56,25.0,247.22
