state,city,customers,churned_customers,avg_cltv,total_revenue,avg_monthly_charge,avg_satisfaction,churn_rate_pct,revenue_at_risk
California,Windsor,4,0,5315.25,13831.97,50.28,3.5,0.0,0.0
California,Winnetka,5,1,5751.8,18742.85,73.15,3.2,20.0,1427.72
California,Winterhaven,4,0,3874.0,13505.99,85.12,3.25,0.0,0.0
California,Winters,4,2,3953.75,15700.79,77.0,3.0,50.0,3085.63
California,Winton,4,1,3667.5,5005.4,56.04,3.25,25.0,73.11
California,Wishon,4,0,4625.25,10440.82,34.91,3.75,0.0,0.0
California,Witter Springs,4,1,4416.5,11090.78,63.46,2.75,25.0,756.83
California,Wofford Heights,3,0,4794.33,5320.95,33.85,4.67,0.0,0.0
California,Woodacre,4,1,4637.75,11115.32,64.46,3.0,25.0,1061.85
California,Woodbridge,4,1,5250.25,10636.33,62.41,3.0,25.0,5172.89
California,Woodlake,4,0,3933.5,16076.7,57.52,3.75,0.0,0.0
California,Woodland,8,3,3660.0,13886.78,55.26,2.5,37.5,978.4
California,Woodland Hills,10,1,4323.8,25650.91,51.08,4.0,10.0,811.17
California,Woody,4,2,3413.75,4646.63,49.74,3.75,50.0,4201.35
California,Wrightwood,4,4,4015.5,5173.4,66.81,1.75,100.0,5173.4
California,Yermo,4,1,3831.25,5708.28,64.31,3.5,25.0,914.32
California,Yorba Linda,8,3,4948.25,37748.05,73.3,3.12,37.5,8991.16
California,Yorkville,4,1,4720.5,17118.78,66.25,3.25,25.0,35.05
California,Yountville,4,0,3994.0,10708.49,52.74,4.0,0.0,0.0
California,Yreka,4,0,4757.5,17467.67,78.91,3.25,0.0,0.0
California,Yuba City,8,2,4222.0,17867.82,60.98,3.38,25.0,1361.81
California,Yucaipa,4,1,5012.5,29765.8,101.64,3.5,25.0,3833.65
California,Yucca Valley,5,0,3669.4,12374.69,72.38,3.6,0.0,0.0
California,Zenia,4,1,3995.0,12733.38,59.0,2.75,25.0,1670.65
