customer_id,churn_label,predicted_churn_probability,predicted_churn,risk_band,cltv,total_revenue,monthly_charge,satisfaction_score,churn_score,contract,offer,payment_method,internet_type,premium_tech_support
7576-OYWBN,Yes,0.9994491728381415,1,Very High,2930,322.55,76.05,1,67,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
5447-VYTKW,No,0.105452949382819,0,Low,2191,1868.88,53.45,3,75,Month-to-Month,No Offer,Credit Card,Cable,Yes
0306-JAELE,Yes,0.9393646676633093,1,Very High,4192,608.85,96.1,1,66,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
3566-CAAYU,No,0.016244437462070754,0,Low,5644,3210.35,49.85,5,56,Two Year,Offer B,Bank Withdrawal,DSL,Yes
9142-XMYJH,No,0.02479105453072434,0,Low,5227,681.64,19.35,5,49,Month-to-Month,No Offer,Credit Card,No Internet Service,No
0946-CLJTI,Yes,0.9369461737341724,1,Very High,4662,5997.04,98.7,1,91,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
5018-LXQQG,No,0.06714020438957112,0,Low,4631,2417.9,66.3,3,80,Month-to-Month,Offer C,Bank Withdrawal,DSL,Yes
5022-JNQEQ,No,0.07302467261199015,0,Low,4843,720.4,75.85,5,51,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
0266-CLZKZ,No,0.007418157804476226,0,Low,6383,7909.83,105.65,5,59,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
9274-CNFMO,Yes,0.9671569709160924,1,Very High,3716,421.14,74.95,2,69,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1139-WUOAH,No,0.040840588786417324,0,Low,5461,3190.05,53.35,4,42,Two Year,No Offer,Credit Card,DSL,Yes
5939-XAIXZ,No,0.11664763000522296,0,Low,3367,1734.62,56.1,3,27,Month-to-Month,Offer D,Credit Card,DSL,No
5940-NFXKV,Yes,0.9468905201586134,1,Very High,3427,1863.46,83.65,2,88,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
5669-SRAIP,Yes,0.870391957448136,1,Very High,2863,171.48,39.5,2,93,Month-to-Month,Offer E,Bank Withdrawal,DSL,No
8120-JDCAM,No,0.16044338849728154,0,Low,3708,433.82,69.55,4,44,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
6857-TKDJV,No,0.0,0,Low,4444,2585.92,24.65,5,62,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
1323-OOEPC,Yes,0.8839221021140609,1,Very High,6481,7361.72,98.4,2,87,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
1208-DNHLN,Yes,0.774352738907348,1,High,4580,1200.55,48.35,2,83,One Year,No Offer,Credit Card,DSL,No
7683-CBDKJ,Yes,0.6959919120215318,1,High,2881,1576.0,65.45,1,90,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
5553-AOINX,No,0.0042481904838920755,0,Low,4892,9490.53,104.9,4,48,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
3349-ANQNH,No,0.09734911293414834,0,Low,5513,7321.93,99.5,5,50,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
0458-HEUZG,No,0.06194719204818979,0,Low,3239,550.4,35.4,3,69,Two Year,Offer D,Credit Card,Cable,Yes
6171-ZTVYB,No,0.14940098436239746,0,Low,2168,4023.24,66.25,3,29,Month-to-Month,No Offer,Bank Withdrawal,DSL,Yes
0620-DLSLK,No,0.4771211799487429,0,Moderate,2054,1473.24,81.9,3,71,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
0708-SJDIS,No,0.07502388768203522,0,Low,5567,3697.02,65.0,5,55,Month-to-Month,Offer C,Credit Card,Cable,Yes
7134-HBPBS,No,0.05904213938708376,0,Low,4474,9708.69,108.1,5,71,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
7354-OIJLX,No,0.10220524144511953,0,Low,5212,790.53,75.85,5,70,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
9474-PHLYD,Yes,0.8032508508746624,1,Very High,5129,1437.75,59.45,1,68,Month-to-Month,Offer D,Bank Withdrawal,DSL,No
2192-CKRLV,No,0.09022876130103706,0,Low,4700,3580.95,49.2,3,33,Two Year,Offer A,Bank Withdrawal,DSL,No
4312-GVYNH,No,0.0345058199028997,0,Low,5460,3370.2,49.85,3,26,Two Year,No Offer,Bank Withdrawal,Cable,Yes
6502-HCJTI,Yes,0.9449542623691004,1,Very High,3591,741.0,94.7,1,75,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
2828-SLQPF,No,0.12062580025211268,0,Low,4519,1404.18,45.0,3,62,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
6424-ELEYH,Yes,0.9912926383897551,1,Very High,3972,335.04,74.75,1,65,Month-to-Month,Offer E,Credit Card,Fiber Optic,No
1682-VCOIO,No,0.005103447670726804,0,Low,3434,1543.01,20.45,5,43,One Year,Offer D,Credit Card,No Internet Service,No
9524-EGPJC,Yes,0.8961070062900429,1,Very High,4260,2180.27,90.1,1,80,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
7133-VBDCG,Yes,0.8955582642031301,1,Very High,4535,2685.6,79.85,2,91,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,No
6305-YLBMM,Yes,0.37584038039967027,0,Moderate,4254,7435.88,104.05,3,91,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
5447-WZAFP,No,0.1571906906619217,0,Low,5377,5642.29,100.3,4,71,One Year,Offer B,Mailed Check,Fiber Optic,No
7594-RQHXR,Yes,1.0,1,Very High,3108,101.32,79.6,2,94,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
8468-FZTOE,No,0.0023879086827293997,0,Low,4874,6526.52,74.35,4,78,Two Year,Offer A,Bank Withdrawal,Cable,Yes
5440-FLBQG,Yes,0.24042425671156115,0,Low,4708,10690.92,108.4,3,73,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
2484-DGXPZ,Yes,0.1330876033688394,0,Low,2687,1591.12,19.55,3,67,Month-to-Month,No Offer,Credit Card,No Internet Service,No
8708-XPXHZ,Yes,0.9540207291085051,1,Very High,5458,4473.58,94.2,1,95,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1227-UDMZR,No,0.007720526091965857,0,Low,4311,6850.3,91.15,4,33,Two Year,No Offer,Bank Withdrawal,Cable,Yes
6603-YRDCJ,No,0.035988997769021654,0,Low,3215,2542.77,61.05,3,21,Two Year,Offer C,Credit Card,DSL,Yes
5223-UZAVK,No,0.09067802925106641,0,Low,4986,7240.6,100.3,5,77,One Year,Offer B,Credit Card,Fiber Optic,No
2657-VPXTA,No,0.06521913706200139,0,Low,4531,1257.05,88.85,4,54,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
7517-SAWMO,Yes,0.9012886719961906,1,Very High,4718,1930.35,73.2,2,90,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
4459-BBGHE,No,0.08031381085909556,0,Low,5833,1307.8,44.5,4,58,Month-to-Month,Offer C,Bank Withdrawal,DSL,No
6961-MJKBO,No,0.0042481904838920755,0,Low,4342,1253.67,20.45,4,72,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
2642-MAWLJ,No,0.0042481904838920755,0,Low,5272,2248.31,20.25,5,57,Two Year,Offer C,Bank Withdrawal,No Internet Service,No
7825-ECJRF,Yes,0.6945639099604377,1,High,3764,2491.38,106.6,1,71,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
2568-BRGYX,Yes,0.9626680929580105,1,Very High,5094,290.03,70.2,1,92,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1852-XEMDW,No,0.059497936421748145,0,Low,4709,2400.71,65.05,4,30,Month-to-Month,Offer D,Credit Card,DSL,No
0562-HKHML,No,0.0,0,Low,5574,2974.69,23.9,4,71,Two Year,Offer A,Credit Card,No Internet Service,No
7596-LDUXP,No,0.05099803213214713,0,Low,2452,1170.69,85.15,4,52,One Year,Offer D,Credit Card,Fiber Optic,No
9206-GVPEQ,Yes,0.8790526469382804,1,Very High,5212,706.85,54.45,1,88,Month-to-Month,No Offer,Bank Withdrawal,Cable,Yes
4302-ZYFEL,No,0.004623479568129015,0,Low,5366,3227.46,20.55,4,32,One Year,Offer A,Credit Card,No Internet Service,No
9399-APLBT,Yes,0.9884960897909351,1,Very High,5980,96.61,74.7,1,80,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
7817-BOQPW,Yes,0.9961158395048081,1,Very High,4320,249.04,75.55,2,77,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0564-MUUQK,No,0.0827922364142515,0,Low,3186,2690.4,95.5,3,73,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
6311-UEUME,Yes,0.8904173963870778,1,Very High,3249,3669.72,78.9,2,90,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0744-GKNGE,No,0.04729617553098167,0,Low,4915,7102.61,86.8,3,70,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,Yes
8727-JQFHV,No,0.00278250617147489,0,Low,4937,2812.63,20.75,3,68,Two Year,No Offer,Credit Card,No Internet Service,No
4525-VZCZG,No,0.04592546364871471,0,Low,5915,6966.87,105.85,4,35,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
3174-AKMAS,No,0.0638325217206076,0,Low,4699,4712.42,64.2,4,41,Two Year,No Offer,Credit Card,DSL,Yes
2320-JRSDE,Yes,0.8997867728793585,1,Very High,4633,27.39,19.9,3,73,Month-to-Month,No Offer,Bank Withdrawal,No Internet Service,No
2959-EEXWB,No,0.028910984489882937,0,Low,3937,2333.85,50.9,3,64,Month-to-Month,Offer B,Bank Withdrawal,DSL,No
2296-DKZFP,No,0.050503436621819366,0,Low,6308,4470.05,71.0,4,32,Two Year,Offer B,Bank Withdrawal,DSL,No
3774-VBNXY,No,0.02893867318514888,0,Low,4557,3597.11,20.2,5,51,Two Year,No Offer,Credit Card,No Internet Service,No
4933-BSAIP,No,0.0890353226177128,0,Low,2056,1989.3,19.1,3,59,Two Year,No Offer,Credit Card,No Internet Service,No
9210-IAHGH,Yes,0.8606431581783748,1,Very High,2248,614.25,70.75,1,84,Month-to-Month,Offer E,Credit Card,DSL,Yes
4317-VTEOA,Yes,1.0,1,Very High,5355,93.78,50.75,2,93,Month-to-Month,Offer E,Bank Withdrawal,DSL,No
2091-MJTFX,Yes,0.12388760729561561,0,Low,4568,1561.5,51.2,3,79,Month-to-Month,No Offer,Credit Card,DSL,Yes
6584-VQMYT,No,0.029341487451186428,0,Low,5978,1668.56,56.2,4,42,One Year,Offer C,Credit Card,DSL,No
9067-SQTNS,No,0.008199801796837864,0,Low,2471,2463.36,20.6,5,44,One Year,No Offer,Bank Withdrawal,No Internet Service,No
1813-JYWTO,No,0.033944775373395956,0,Low,4202,6316.16,80.45,4,62,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
4703-MQYKT,No,0.0027473630561450136,0,Low,4562,743.41,19.6,4,22,Two Year,No Offer,Mailed Check,No Internet Service,No
0442-ZXKVS,No,0.11585208448695689,0,Low,4337,8791.39,115.6,3,45,One Year,Offer B,Bank Withdrawal,Fiber Optic,Yes
6967-QIQRV,No,0.06085884688146517,0,Low,3707,1819.05,101.9,3,28,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
7140-ADSMJ,No,0.16677184096218958,0,Low,5624,443.98,20.45,3,24,Month-to-Month,Offer E,Credit Card,No Internet Service,No
7625-XCQRH,Yes,0.561319095830095,1,Moderate,2291,1009.55,76.5,3,76,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
2150-UWTFY,Yes,0.6797270165424515,1,High,4626,2447.61,61.15,1,87,Month-to-Month,Offer D,Credit Card,DSL,No
1376-HHBDV,No,0.04833404069071257,0,Low,4864,1858.95,48.8,3,71,Month-to-Month,Offer C,Credit Card,DSL,No
6394-MFYNG,Yes,0.9255254565367197,1,Very High,4956,5370.42,107.4,2,89,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3810-DVDQQ,No,0.016201525367844017,0,Low,6173,11688.9,117.6,3,54,Two Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
3315-IKYZQ,No,0.012048812094856571,0,Low,3240,1386.8,50.8,4,45,One Year,Offer C,Credit Card,DSL,Yes
4178-EGMON,No,0.005771815549461216,0,Low,4867,6636.05,88.0,3,48,Two Year,No Offer,Credit Card,Fiber Optic,Yes
1982-FEBTD,No,0.02325176054008137,0,Low,5939,1102.17,25.6,5,78,Two Year,No Offer,Credit Card,No Internet Service,No
4745-LSPLO,Yes,0.9922201384998443,1,Very High,3731,40.35,20.5,2,84,Month-to-Month,No Offer,Credit Card,No Internet Service,No
6870-ZWMNX,No,0.042606583297838625,0,Low,5115,7710.15,76.1,4,67,Two Year,Offer A,Credit Card,DSL,Yes
3963-RYFNS,No,0.06266826252214101,0,Low,5567,11596.99,116.45,4,20,Two Year,Offer A,Bank Withdrawal,Fiber Optic,Yes
0369-ZGOVK,No,0.020497059381521535,0,Low,5195,2354.52,70.4,3,54,One Year,Offer C,Bank Withdrawal,Fiber Optic,No
3389-YGYAI,Yes,0.8973151952026829,1,Very High,5546,1190.83,105.5,3,72,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0014-BMAQU,No,0.022165557068691395,0,Low,4604,6214.28,84.65,4,49,Two Year,Offer B,Credit Card,Fiber Optic,Yes
5458-CQJTA,Yes,0.6359416592819866,1,High,5207,7450.7,74.8,1,89,Two Year,Offer B,Bank Withdrawal,DSL,Yes
8205-OTCHB,Yes,0.16593765172224947,0,Low,3099,903.6,43.75,3,66,One Year,Offer D,Bank Withdrawal,DSL,No
3474-BAFSJ,No,0.10583875743928645,0,Low,4133,3415.95,57.5,4,75,Two Year,No Offer,Bank Withdrawal,DSL,Yes
9625-RZFUK,No,0.00795292102567918,0,Low,4235,1505.8,19.7,5,63,Two Year,No Offer,Credit Card,No Internet Service,No
8715-KKTFG,No,0.02399489429530799,0,Low,5401,7618.18,103.3,5,27,One Year,Offer B,Bank Withdrawal,Fiber Optic,Yes
8414-OOEEL,No,0.009441805618388087,0,Low,4285,6019.78,79.5,4,66,Two Year,Offer A,Credit Card,DSL,Yes
1240-HCBOH,No,0.046541689020289295,0,Low,6466,4660.65,26.1,3,42,Two Year,No Offer,Credit Card,No Internet Service,No
3537-HPKQT,No,0.2505553855788349,0,Low,4621,5556.15,77.75,3,46,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
4079-ULGFR,No,0.14233134457436405,0,Low,3705,341.78,20.0,3,75,Month-to-Month,Offer D,Credit Card,No Internet Service,No
6893-ODYYE,No,0.054000320296039475,0,Low,6435,5317.95,90.1,3,25,One Year,No Offer,Credit Card,Fiber Optic,Yes
9804-ICWBG,Yes,1.0,1,Very High,3349,115.4,69.9,2,88,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1875-QIVME,Yes,0.6876246006647119,1,High,4690,220.38,104.4,3,83,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,Yes
4465-VDKIQ,No,0.09990410354466085,0,Low,4228,1687.58,77.8,5,42,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
6199-IWKGC,No,0.029214391921476762,0,Low,5453,5741.01,100.25,5,59,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
9903-LYSAB,No,0.11134575398196522,0,Low,4283,1607.99,73.15,4,73,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
1042-HFUCW,No,0.012802512204828182,0,Low,5136,2248.09,54.75,5,50,One Year,Offer C,Credit Card,DSL,Yes
4198-VFOEA,No,0.08110793506348996,0,Low,2990,435.45,33.6,3,30,One Year,No Offer,Mailed Check,DSL,Yes
6038-GCYEC,Yes,0.8234025174859219,1,Very High,5153,1240.25,54.15,1,95,Month-to-Month,Offer C,Credit Card,DSL,No
4929-ROART,No,0.10535648986167713,0,Low,2277,1608.25,56.25,4,47,Month-to-Month,No Offer,Credit Card,Cable,No
1996-DBMUS,No,0.07831164759679513,0,Low,5523,4149.85,70.65,3,71,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
1371-WEPDS,No,0.09430453178614392,0,Low,3587,3475.7,55.8,3,78,One Year,No Offer,Bank Withdrawal,DSL,No
1976-AZZPJ,No,0.12028382672507634,0,Low,5100,256.6,34.2,4,32,Month-to-Month,Offer E,Credit Card,DSL,No
5766-XQXMQ,Yes,0.8007395119349195,1,Very High,5449,2000.08,68.85,1,79,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
7061-OVMIM,No,0.06878103891845279,0,Low,5203,1242.7,19.55,3,50,One Year,No Offer,Bank Withdrawal,No Internet Service,No
6506-EYCNH,No,0.015899133213889048,0,Low,3948,987.6,19.55,4,41,Month-to-Month,No Offer,Bank Withdrawal,No Internet Service,No
5569-KGJHX,Yes,0.7842238036607372,1,High,2445,932.54,85.35,3,95,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
5318-YKDPV,No,0.02693900343114241,0,Low,3716,5333.04,79.15,3,63,Two Year,No Offer,Credit Card,DSL,Yes
1867-TJHTS,No,0.0518078983179723,0,Low,5709,5844.03,79.8,4,78,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
9578-VRMNM,Yes,0.8435901976049779,1,Very High,4722,1802.55,65.2,1,73,Month-to-Month,No Offer,Credit Card,DSL,No
4282-YMKNA,Yes,0.9163906119254005,1,Very High,5003,854.92,74.75,2,82,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
3027-ZTDHO,Yes,0.9985269484678292,1,Very High,5951,122.75,89.9,1,80,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
6652-YFFJO,No,0.06176195160786612,0,Low,2775,865.26,64.9,5,80,Month-to-Month,Offer D,Bank Withdrawal,Cable,No
9365-CSLBQ,No,0.0074059857396039045,0,Low,4155,2001.79,24.35,4,60,Two Year,No Offer,Credit Card,No Internet Service,No
5399-ZIMKF,No,0.5578517593164413,1,Moderate,3319,547.7,74.65,3,34,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
6164-HAQTX,No,0.008159724232190616,0,Low,4094,3888.65,53.95,3,76,Two Year,No Offer,Bank Withdrawal,DSL,Yes
8380-PEFPE,Yes,0.9994491728381415,1,Very High,2377,89.19,71.65,1,93,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
7108-DGVUU,No,0.08622537383067629,0,Low,2784,2233.35,71.7,5,38,One Year,No Offer,Bank Withdrawal,DSL,No
0909-SELIE,No,0.023679623447206047,0,Low,4302,7495.96,80.8,4,72,Two Year,No Offer,Bank Withdrawal,DSL,Yes
2885-HIJDH,No,0.0037205636023253524,0,Low,4667,8012.25,86.9,3,49,Two Year,No Offer,Bank Withdrawal,DSL,Yes
9092-GDZKO,No,0.03670108923784923,0,Low,3534,977.42,24.85,4,51,Month-to-Month,Offer D,Credit Card,No Internet Service,No
2088-IEBAU,No,0.05812726765936909,0,Low,5531,7595.92,88.15,3,46,Two Year,No Offer,Bank Withdrawal,DSL,Yes
4450-MDZFX,No,0.0051244439564283725,0,Low,5100,6759.7,74.35,5,26,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
8670-MEFCP,No,0.009054575349396066,0,Low,3570,4838.69,92.9,3,77,Two Year,No Offer,Credit Card,Cable,Yes
9174-IHETN,No,0.03829704325475923,0,Low,5521,5339.1,70.35,3,50,Two Year,Offer B,Credit Card,Fiber Optic,No
2858-MOFSQ,Yes,0.7287583417371937,1,High,5472,1350.77,55.85,2,76,One Year,No Offer,Mailed Check,DSL,No
7269-JISCY,No,0.08161384627551473,0,Low,4055,4310.6,45.05,3,39,One Year,No Offer,Bank Withdrawal,DSL,No
3472-QPRCH,No,0.006636099166621476,0,Low,3217,2080.39,25.25,5,53,Two Year,No Offer,Credit Card,No Internet Service,No
0556-FJEGU,No,0.0409085072236615,0,Low,4474,6802.21,70.1,4,58,Two Year,Offer B,Bank Withdrawal,DSL,Yes
8821-XNHVZ,Yes,0.9850311214026146,1,Very High,2943,119.84,80.05,3,82,Month-to-Month,No Offer,Mailed Check,Fiber Optic,No
7114-AEOZE,No,0.01002734483517259,0,Low,6213,2995.3,19.85,4,58,Two Year,Offer B,Bank Withdrawal,No Internet Service,No
9208-OLGAQ,No,0.026105508918233565,0,Low,3878,1971.49,84.95,4,74,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
4462-CYWMH,No,0.17935966970525694,0,Low,4981,7333.93,89.8,3,67,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
6543-CPZMK,Yes,0.8916402562807542,1,Very High,2573,258.95,29.95,2,83,Month-to-Month,Offer E,Bank Withdrawal,DSL,No
5968-XQIVE,No,0.25155435391219216,0,Low,6016,7421.99,89.7,3,76,One Year,Offer A,Bank Withdrawal,Fiber Optic,No
9500-LTVBP,No,0.10736954395343896,0,Low,3999,3295.8,80.05,5,31,Month-to-Month,Offer C,Credit Card,Fiber Optic,Yes
5899-OUVKV,No,0.39337672061368534,0,Moderate,3949,4402.72,94.5,3,42,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
4636-JGAAI,No,0.20278890559365753,0,Low,4014,3475.23,88.85,3,70,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
7426-GSWPO,No,0.21712869146600616,0,Low,5125,7777.45,103.5,3,63,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
1087-GRUYI,No,0.016912803574965038,0,Low,3756,1008.36,20.4,5,65,Two Year,Offer C,Bank Withdrawal,No Internet Service,No
8152-VETUR,No,0.027001788013327862,0,Low,5406,8928.18,97.7,5,75,Two Year,Offer A,Credit Card,Fiber Optic,No
3811-VBYBZ,Yes,0.9410271894798202,1,Very High,2031,1012.46,99.8,1,91,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3026-ATZYV,No,0.016636099166621475,0,Low,4131,2700.24,75.1,3,64,One Year,Offer C,Bank Withdrawal,Cable,No
5883-GTGVD,Yes,0.950065964085001,1,Very High,3670,1973.36,99.95,1,76,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
5859-HZYLF,No,0.0031816966699964784,0,Low,4347,1655.59,19.15,5,58,Two Year,No Offer,Credit Card,No Internet Service,No
0207-MDKNV,Yes,0.8782084515677491,1,Very High,2122,1918.6,105.1,1,84,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
9361-YNQWJ,No,0.030268336966811093,0,Low,5887,2620.72,24.4,5,24,One Year,Offer B,Bank Withdrawal,No Internet Service,No
5158-RIVOP,No,0.005538336718687757,0,Low,5359,230.02,20.9,5,63,Two Year,Offer D,Credit Card,No Internet Service,No
1100-DDVRV,No,0.18614284486214325,0,Low,5575,836.35,49.8,5,24,Month-to-Month,No Offer,Credit Card,DSL,No
7016-BPGEU,Yes,0.840517349059604,1,Very High,2796,712.85,25.1,1,81,Month-to-Month,No Offer,Credit Card,Cable,No
9574-RKJIF,Yes,0.9228825676191151,1,Very High,2792,3784.2,94.4,1,71,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,No
6358-LYNGM,Yes,0.9823401137843116,1,Very High,2548,76.74,74.9,3,84,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
9894-QMIMJ,No,0.057707488316847605,0,Low,2499,1535.77,55.8,3,20,One Year,Offer D,Bank Withdrawal,DSL,No
3877-JRJIP,Yes,1.0,1,Very High,4017,81.9,59.85,2,71,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
3982-JGSFD,No,0.006714398316652682,0,Low,3526,1153.77,20.35,5,33,One Year,No Offer,Credit Card,No Internet Service,No
4816-LXZYW,Yes,0.9303707392132262,1,Very High,5216,2446.07,79.15,1,68,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
1902-XBTFB,Yes,0.913988839836899,1,Very High,5438,2872.26,89.4,2,91,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
7328-OWMOM,No,0.023270935293523084,0,Low,3086,1634.26,20.1,3,30,One Year,Offer C,Credit Card,No Internet Service,No
9625-QSTYE,Yes,0.9356926454834983,1,Very High,4806,1002.22,81.15,1,79,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
4012-ZTHBR,No,0.015354017780424006,0,Low,3752,1744.2,44.95,5,54,Month-to-Month,Offer D,Bank Withdrawal,Cable,No
0274-JKUJR,No,0.06610556483527336,0,Low,3332,465.7,58.85,3,76,Month-to-Month,Offer E,Credit Card,Cable,No
5419-CONWX,Yes,0.9623075622756336,1,Very High,2268,493.57,99.8,1,89,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
0023-XUOPT,Yes,0.8659579512973146,1,Very High,2973,1781.88,94.1,1,75,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3528-HFRIQ,No,0.20828692826360407,0,Low,5491,3805.05,52.3,5,51,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
8878-RYUKI,No,0.15049797835809997,0,Low,6107,3530.94,59.45,3,40,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
3727-OVPRY,No,0.012041358771499306,0,Low,5517,4541.99,25.7,4,43,One Year,Offer A,Credit Card,No Internet Service,No
3799-ISUZQ,Yes,0.7011967865742492,1,High,3296,777.44,69.95,2,90,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1708-PBBOA,No,0.03031648527345436,0,Low,3179,2428.45,54.75,3,62,One Year,No Offer,Bank Withdrawal,DSL,Yes
2483-XSSMZ,No,0.05188366896105143,0,Low,5531,2944.27,47.85,3,23,One Year,No Offer,Bank Withdrawal,DSL,No
1089-XZWHH,No,0.0,0,Low,3594,1605.25,19.7,5,31,Two Year,No Offer,Credit Card,No Internet Service,No
4808-YNLEU,No,0.052313927848199375,0,Low,5255,3074.0,62.15,4,39,One Year,Offer C,Bank Withdrawal,DSL,No
5095-AESKG,Yes,0.9029126790323025,1,Very High,5646,347.78,91.5,3,76,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
6339-RZCBJ,No,0.012732630266921147,0,Low,4063,3943.82,78.9,4,47,Two Year,No Offer,Credit Card,DSL,Yes
1784-EZDKJ,No,0.22324027248929956,0,Low,4640,7138.2,106.8,3,33,One Year,Offer B,Bank Withdrawal,Fiber Optic,No
0489-WMEMG,No,0.05750624623415483,0,Low,5237,1713.9,49.45,3,70,One Year,Offer D,Bank Withdrawal,Cable,Yes
7293-LSCDV,No,0.0023879086827293997,0,Low,6134,2524.05,19.25,4,52,Two Year,No Offer,Credit Card,No Internet Service,No
1810-BOHSY,No,0.061212126772077206,0,Low,4745,6696.05,96.4,3,26,One Year,Offer B,Credit Card,Fiber Optic,No
8681-ICONS,No,0.027352194132040968,0,Low,4667,1369.41,20.65,3,72,Month-to-Month,No Offer,Mailed Check,No Internet Service,No
2720-FVBQP,No,0.201991545222407,0,Low,3061,422.23,48.95,3,30,Month-to-Month,Offer E,Credit Card,Cable,No
8263-JQAIK,Yes,0.9550599164876716,1,Very High,5573,47.5,24.45,3,77,Month-to-Month,No Offer,Credit Card,DSL,No
2878-DHMIN,No,0.004775817365458799,0,Low,2334,1514.05,19.9,3,30,One Year,No Offer,Bank Withdrawal,No Internet Service,No
8514-VZHEB,No,0.0,0,Low,5293,2254.1,19.5,3,50,Two Year,Offer B,Credit Card,No Internet Service,No
0811-GSDTP,No,0.16103991655256777,0,Low,3540,392.2,30.15,5,22,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
5542-DHSXL,No,0.15756112618628917,0,Low,3475,262.13,54.7,4,37,Month-to-Month,No Offer,Credit Card,Cable,No
