customer_id,customer_status,churn_label,churn_score,cltv,monthly_charge,total_revenue,satisfaction_score,contract,payment_method,offer,internet_type,premium_tech_support,gender,age,senior_citizen,state,city
7580-UGXNC,Churned,Yes,96,3016,54.85,155.68,1,Month-to-Month,Credit Card,No Offer,DSL,No,Female,73,Yes,California,Culver City
7581-EBBOU,Stayed,No,62,4260,70.15,6557.50,3,One Year,Credit Card,No Offer,DSL,Yes,Female,49,No,California,Volcano
7586-ZATGZ,Stayed,No,37,2904,84.90,4082.25,4,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,59,No,California,Ravendale
7587-AOVVU,Stayed,No,31,3160,100.75,3173.44,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,39,No,California,Arcata
7587-RZNME,Churned,Yes,91,4849,43.30,270.17,3,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,23,No,California,Valencia
7590-VHVEG,Joined,No,27,3964,29.85,29.85,3,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Female,36,No,California,Los Angeles
7593-JNWRU,Churned,Yes,90,4525,44.60,556.00,2,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,61,No,California,Fremont
7593-XFKDI,Churned,Yes,73,3017,46.30,94.52,1,Month-to-Month,Credit Card,No Offer,DSL,No,Male,39,No,California,Los Angeles
7594-LZNWR,Stayed,No,63,4478,69.15,2736.14,3,Two Year,Credit Card,Offer C,Fiber Optic,No,Male,67,Yes,California,Sacramento
7594-RQHXR,Churned,Yes,94,3108,79.60,101.32,2,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,20,No,California,Covina
7595-EHCDL,Stayed,No,40,3087,50.60,1653.45,3,Month-to-Month,Credit Card,No Offer,DSL,No,Male,48,No,California,Santa Maria
7595-EUIVN,Churned,Yes,70,3940,75.80,90.28,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,53,No,California,Clearlake
7596-IIWYC,Stayed,No,79,5250,20.25,1503.99,3,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,62,No,California,Fiddletown
7596-LDUXP,Stayed,No,52,2452,85.15,1170.69,4,One Year,Credit Card,Offer D,Fiber Optic,No,Female,61,No,California,Rodeo
7596-ZYWBB,Stayed,No,75,4372,59.60,6673.65,4,Two Year,Mailed Check,Offer B,DSL,Yes,Female,19,No,California,Bakersfield
7598-UAASY,Churned,Yes,71,4340,76.40,192.80,1,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Male,19,No,California,Marshall
7599-FKVXZ,Churned,Yes,93,2265,106.15,4613.92,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,54,No,California,South Pasadena
7599-NTMDP,Stayed,No,26,5453,48.70,3128.55,3,Two Year,Bank Withdrawal,Offer B,Cable,Yes,Female,32,No,California,Lockeford
7601-DHFWZ,Stayed,No,66,3948,24.00,2662.41,3,Two Year,Credit Card,Offer B,No Internet Service,No,Female,54,No,California,Simi Valley
7601-GNDYK,Stayed,No,20,3764,19.60,1416.70,4,Two Year,Credit Card,Offer C,No Internet Service,No,Male,52,No,California,Wildomar
7601-WFVZV,Joined,No,79,3718,19.55,37.49,4,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,35,No,California,Downieville
7602-DBTOU,Stayed,No,20,4890,19.60,4102.43,4,Two Year,Credit Card,No Offer,No Internet Service,No,Female,46,No,California,San Francisco
7602-MVRMB,Stayed,No,41,4754,110.45,11416.21,4,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,62,No,California,Fish Camp
7603-USHJS,Churned,Yes,78,2010,73.75,1050.92,3,Month-to-Month,Credit Card,Offer D,Fiber Optic,No,Male,27,No,California,San Gabriel
7605-BDWDC,Stayed,No,67,2539,49.85,1520.10,3,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Female,35,No,California,Mira Loma
7605-SNLQG,Stayed,No,44,2036,50.25,2513.60,4,Month-to-Month,Credit Card,Offer B,DSL,No,Female,42,No,California,Gardena
7606-BPHHN,Stayed,No,9,5368,19.80,3660.43,3,Two Year,Credit Card,Offer A,No Internet Service,No,Male,39,No,California,La Quinta
7607-QKKTJ,Stayed,No,27,2719,95.00,5934.10,4,One Year,Credit Card,No Offer,Fiber Optic,No,Male,25,No,California,Loma Linda
7608-RGIRO,Stayed,No,66,4889,24.40,2501.72,3,Two Year,Credit Card,Offer B,No Internet Service,No,Male,62,No,California,Marysville
7609-NRNCA,Stayed,No,42,4947,19.55,1001.99,3,One Year,Credit Card,No Offer,No Internet Service,No,Female,21,No,California,Mountain Ranch
7609-YBPXG,Stayed,No,44,5418,87.10,5816.36,3,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,60,No,California,Irvine
7610-TVOPG,Stayed,No,73,2723,26.35,498.00,3,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Male,48,No,California,West Point
7611-YKYTC,Stayed,No,48,4040,75.00,2427.99,3,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,50,No,California,Burson
7613-LLQFO,Churned,Yes,91,3330,84.45,1207.87,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,41,No,California,Amador City
7614-QVWQL,Churned,Yes,67,5375,51.80,2591.25,2,One Year,Bank Withdrawal,No Offer,DSL,No,Male,57,No,California,Costa Mesa
7615-ESMYF,Churned,Yes,70,5482,44.60,97.10,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Female,23,No,California,San Diego
7617-EYGLW,Joined,No,64,5820,19.45,66.04,3,Month-to-Month,Bank Withdrawal,Offer E,No Internet Service,No,Male,62,No,California,Clearlake Oaks
7619-ODSGN,Churned,Yes,90,5699,54.75,1752.63,1,Month-to-Month,Bank Withdrawal,Offer C,DSL,No,Male,63,No,California,Foothill Ranch
7619-PLRLP,Stayed,No,37,5136,74.10,5802.37,4,One Year,Bank Withdrawal,Offer B,Cable,No,Female,41,No,California,Cardiff By The Sea
7621-VPNET,Stayed,No,25,2219,85.90,4594.11,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,Yes,Female,60,No,California,Arcadia
7622-FWGEW,Stayed,No,70,6500,85.65,6598.53,3,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,71,Yes,California,Costa Mesa
7622-NXQZR,Stayed,No,31,2653,30.10,810.85,4,Month-to-Month,Credit Card,Offer C,DSL,Yes,Male,29,No,California,Canoga Park
7623-HKYRK,Stayed,No,44,2276,19.70,278.33,3,Month-to-Month,Mailed Check,No Offer,No Internet Service,No,Male,46,No,California,Caliente
7623-TRNQN,Churned,Yes,72,3113,49.90,89.50,2,Month-to-Month,Mailed Check,No Offer,DSL,Yes,Male,34,No,California,Jackson
7625-XCQRH,Churned,Yes,76,2291,76.50,1009.55,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,48,No,California,Strathmore
7627-JKIAZ,Churned,Yes,90,3982,78.95,4226.78,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Female,62,No,California,San Jose
7629-WFGLW,Stayed,No,20,6335,95.65,6096.84,3,One Year,Bank Withdrawal,Offer B,Fiber Optic,Yes,Female,80,Yes,California,Palo Alto
7629-WIXZF,Stayed,No,29,4770,59.10,417.06,3,One Year,Bank Withdrawal,No Offer,DSL,No,Female,32,No,California,San Rafael
7632-MNYOY,Churned,Yes,93,4389,110.90,8085.45,3,One Year,Credit Card,No Offer,Fiber Optic,Yes,Male,69,Yes,California,Tahoe Vista
7632-YUTXB,Stayed,No,60,2010,20.05,846.60,4,One Year,Credit Card,Offer C,No Internet Service,No,Female,52,No,California,Stinson Beach
7633-MVPUY,Stayed,No,68,4012,59.75,6259.68,3,Two Year,Bank Withdrawal,Offer B,Cable,Yes,Male,50,No,California,Diamond Bar
7634-HLQJR,Stayed,No,35,3260,20.05,1084.38,5,Two Year,Credit Card,No Offer,No Internet Service,No,Female,52,No,California,Moss Landing
7634-WSWDB,Stayed,No,22,4194,38.50,330.80,3,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,22,No,California,Terra Bella
7636-OWBPG,Stayed,No,27,3606,29.35,342.22,3,Two Year,Credit Card,No Offer,DSL,No,Male,79,Yes,California,Redding
7636-PEPNS,Stayed,No,44,5040,44.10,3876.75,4,One Year,Credit Card,No Offer,Cable,No,Female,44,No,California,Palos Verdes Peninsula
7636-XUHWW,Joined,No,58,5824,19.90,41.34,5,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,56,No,California,Firebaugh
7638-QVMVY,Churned,Yes,92,3735,79.00,705.58,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,63,No,California,Visalia
7639-LIAYI,Stayed,No,49,4142,79.75,5734.12,4,Two Year,Credit Card,Offer B,Cable,Yes,Male,23,No,California,Los Angeles
7639-OPLNG,Stayed,No,27,5085,79.25,7689.75,3,Two Year,Bank Withdrawal,Offer A,Cable,Yes,Male,56,No,California,San Diego
7639-SUPCW,Churned,Yes,91,2270,48.80,1161.50,1,Month-to-Month,Credit Card,No Offer,DSL,No,Female,32,No,California,Glen Ellen
7641-EUYET,Churned,Yes,72,5712,100.70,6753.62,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,76,Yes,California,Tranquillity
7641-TQFHN,Stayed,No,71,3124,100.55,4469.43,3,Two Year,Credit Card,Offer C,Fiber Optic,Yes,Male,21,No,California,Fresno
7643-RCHXS,Stayed,No,23,4566,19.35,3899.77,4,Two Year,Bank Withdrawal,Offer B,No Internet Service,No,Female,31,No,California,Montgomery Creek
7644-OMVMY,Stayed,No,53,2019,19.85,353.60,3,Two Year,Credit Card,No Offer,No Internet Service,No,Male,56,No,California,Los Angeles
7647-GYYKX,Stayed,No,79,5646,20.35,3356.57,3,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,48,No,California,San Marcos
7649-PHJVR,Stayed,No,28,5825,19.50,595.08,4,One Year,Mailed Check,Offer D,No Internet Service,No,Male,22,No,California,Paso Robles
7649-SIJJF,Stayed,No,37,6045,80.10,6364.27,3,Two Year,Credit Card,Offer A,DSL,Yes,Male,36,No,California,Emeryville
7654-YWJUF,Stayed,No,51,4382,84.25,4192.85,3,One Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,61,No,California,Sunland
7657-DYEPJ,Churned,Yes,82,2645,70.15,2715.85,3,One Year,Credit Card,Offer C,Cable,Yes,Male,73,Yes,California,Los Angeles
7658-UYUQS,Stayed,No,67,5318,86.55,2325.55,5,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,71,Yes,California,Fullerton
7660-HDPJV,Churned,Yes,81,2637,69.20,79.28,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,51,No,California,Long Beach
7661-CPURM,Stayed,No,78,4446,87.70,2545.04,3,One Year,Credit Card,Offer D,Fiber Optic,Yes,Male,49,No,California,Alhambra
7663-CUXZB,Stayed,No,23,6251,113.75,7445.07,3,Two Year,Bank Withdrawal,Offer B,Fiber Optic,Yes,Male,34,No,California,Fields Landing
7663-RGWBC,Churned,Yes,90,4773,44.15,52.92,1,Month-to-Month,Credit Card,No Offer,DSL,No,Male,44,No,California,Los Angeles
7663-YJHSN,Stayed,No,56,5096,103.95,10814.34,3,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Female,33,No,California,Moss Landing
7663-ZTEGJ,Stayed,No,77,3055,100.55,4378.13,5,One Year,Credit Card,No Offer,Fiber Optic,Yes,Male,46,No,California,Escondido
7665-NKLAV,Stayed,No,44,2564,40.65,1547.35,4,Two Year,Credit Card,No Offer,Cable,Yes,Female,19,No,California,Pleasanton
7665-TOALD,Churned,Yes,79,2412,69.60,83.79,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,25,No,California,Temecula
7665-VIGUD,Stayed,No,38,4745,20.35,350.30,5,One Year,Credit Card,No Offer,No Internet Service,No,Male,40,No,California,Santa Barbara
7666-WKRON,Churned,Yes,85,2224,80.45,4155.10,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,39,No,California,Riverbank
7668-XCFYV,Stayed,No,23,3689,92.55,1679.81,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,77,Yes,California,Glendora
7669-LCRSD,Stayed,No,56,2047,56.30,835.89,3,Month-to-Month,Mailed Check,Offer D,Cable,No,Male,49,No,California,Igo
7670-ZBPOQ,Stayed,No,46,4411,61.05,5007.63,4,One Year,Bank Withdrawal,Offer B,DSL,Yes,Female,59,No,California,Denair
7672-VFMXZ,Stayed,No,22,4607,55.70,4019.37,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,Yes,Male,31,No,California,Long Beach
7673-BQGKU,Stayed,No,23,4554,20.15,2128.93,4,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,64,No,California,Carlsbad
7673-LPRNY,Stayed,No,47,3127,78.55,2947.66,3,One Year,Bank Withdrawal,No Offer,DSL,No,Female,43,No,California,Pasadena
7674-YTAFD,Stayed,No,52,3118,79.95,4080.42,3,One Year,Bank Withdrawal,Offer C,Fiber Optic,Yes,Female,64,No,California,North Hills
7675-OZCZG,Churned,Yes,77,4145,45.00,227.52,3,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,76,Yes,California,Fallbrook
7677-SJJJK,Stayed,No,29,3152,19.90,541.07,5,One Year,Credit Card,Offer E,No Internet Service,No,Male,26,No,California,Granite Bay
7682-AZNDK,Stayed,No,45,3096,89.85,3701.06,5,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,25,No,California,Williams
7683-CBDKJ,Churned,Yes,90,2881,65.45,1576.00,1,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Male,42,No,California,Palmdale
7684-XSZIY,Stayed,No,43,5160,24.30,3113.49,4,Two Year,Bank Withdrawal,Offer A,No Internet Service,No,Male,53,No,California,Loomis
7688-AWMDX,Stayed,No,57,4957,54.50,7208.92,3,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,21,No,California,San Diego
7690-KPNCU,Stayed,No,28,4515,73.05,6393.61,3,One Year,Credit Card,Offer B,DSL,No,Male,20,No,California,Willow Creek
7691-KGKGP,Stayed,No,30,5534,65.00,3475.63,3,Month-to-Month,Credit Card,Offer B,DSL,Yes,Male,31,No,California,Aliso Viejo
7691-XVTZH,Stayed,No,64,5672,89.95,7902.78,4,Two Year,Bank Withdrawal,Offer A,Fiber Optic,No,Female,30,No,California,Aromas
7693-LCKZL,Churned,Yes,84,5124,80.15,442.70,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,57,No,California,Julian
7693-QPEFS,Stayed,No,72,4368,72.95,6023.63,3,Two Year,Bank Withdrawal,Offer B,Fiber Optic,No,Male,75,Yes,California,Davenport
7694-VLBWQ,Churned,Yes,74,4857,104.10,7588.91,2,One Year,Bank Withdrawal,Offer A,Fiber Optic,No,Male,61,No,California,Coronado
7695-PKLCZ,Stayed,No,68,4201,20.50,4716.78,4,Two Year,Credit Card,No Offer,No Internet Service,No,Female,32,No,California,Salinas
7696-AMHOD,Stayed,No,69,4200,78.00,4268.63,5,One Year,Credit Card,No Offer,DSL,No,Female,23,No,California,Fallbrook
7696-CFTAT,Stayed,No,28,2745,19.80,1029.87,3,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Male,24,No,California,Diamond Bar
7698-YFGEZ,Joined,No,38,5650,20.00,45.99,4,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,55,No,California,Riverside
7703-ZEKEF,Churned,Yes,78,5701,81.00,2347.20,2,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,47,No,California,Heber
7706-DZNKK,Stayed,No,29,2642,20.45,727.13,4,Month-to-Month,Credit Card,Offer D,No Internet Service,No,Male,63,No,California,Palmdale
7706-YLMQA,Stayed,No,72,6072,19.70,2041.50,4,One Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,30,No,California,Madera
7707-PYBBH,Stayed,No,52,2520,61.90,4126.30,4,Month-to-Month,Credit Card,No Offer,DSL,Yes,Male,49,No,California,Lucerne Valley
7710-JSYOA,Stayed,No,45,5205,93.30,8366.62,5,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Female,59,No,California,Pala
7711-GQBZC,Stayed,No,45,5187,24.70,3194.34,4,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,42,No,California,Stockton
7711-YIJWC,Stayed,No,72,4413,84.90,6040.42,3,One Year,Bank Withdrawal,Offer B,Cable,Yes,Male,21,No,California,Shingletown
7714-YXSMB,Stayed,No,50,2921,100.50,3267.11,3,Month-to-Month,Bank Withdrawal,Offer C,Fiber Optic,No,Female,60,No,California,Irvine
7716-YTYHG,Churned,Yes,93,3365,82.05,5179.55,2,One Year,Mailed Check,Offer B,Fiber Optic,No,Female,41,No,California,Oxnard
7717-BICXI,Stayed,No,47,4020,20.55,2144.05,3,Two Year,Credit Card,Offer B,No Internet Service,No,Male,37,No,California,O Neals
7718-RXDGG,Stayed,No,47,3351,68.60,1561.15,4,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,54,No,California,Newcastle
7718-UPSKJ,Stayed,No,26,4328,106.40,8916.04,4,One Year,Credit Card,Offer A,Fiber Optic,Yes,Female,59,No,California,San Diego
7721-DVEKZ,Joined,No,73,4639,19.65,43.32,3,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Female,42,No,California,Thousand Oaks
7721-JXEAW,Churned,Yes,70,4324,41.05,2452.70,2,Month-to-Month,Bank Withdrawal,Offer B,DSL,No,Male,23,No,California,Elk Grove
7722-CVFXN,Stayed,No,68,5546,105.20,6006.34,5,One Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,50,No,California,Santa Cruz
7722-VJRQD,Stayed,No,21,4147,60.95,4549.05,4,Two Year,Bank Withdrawal,No Offer,Cable,Yes,Male,38,No,California,Brooks
7727-SHVZV,Stayed,No,54,4883,19.50,544.82,4,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Female,56,No,California,Chico
7729-JTEEC,Joined,No,49,5456,44.50,151.79,5,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Male,33,No,California,Olympic Valley
7729-XBTWX,Stayed,No,58,4485,19.75,3425.48,4,Two Year,Credit Card,No Offer,No Internet Service,No,Male,62,No,California,San Ramon
7730-CLDSV,Stayed,No,78,4616,98.65,9664.57,4,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Female,61,No,California,Brentwood
7730-IUTDZ,Churned,Yes,68,4673,75.20,4660.60,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,63,No,California,Chatsworth
7733-UDMTP,Stayed,No,76,4622,55.00,3094.05,4,Two Year,Bank Withdrawal,Offer B,DSL,No,Female,65,Yes,California,Fresno
7734-DBOAI,Churned,Yes,93,5434,40.10,50.10,1,Month-to-Month,Bank Withdrawal,No Offer,DSL,Yes,Female,42,No,California,Pope Valley
7739-LAXOG,Churned,Yes,80,3590,91.05,4525.94,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,51,No,California,Sacramento
7740-BTPUX,Stayed,No,56,5754,113.60,7002.75,5,Two Year,Bank Withdrawal,Offer B,Fiber Optic,Yes,Male,72,Yes,California,Manchester
7740-KKCXF,Stayed,No,21,5045,30.05,1529.45,4,Month-to-Month,Credit Card,No Offer,DSL,No,Male,61,No,California,Los Angeles
7742-MYPGI,Stayed,No,45,4538,48.80,594.05,4,Month-to-Month,Credit Card,No Offer,DSL,Yes,Female,39,No,California,Cobb
7743-EXURX,Churned,Yes,77,3758,51.05,445.85,1,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,47,No,California,Glendale
7746-AWNQW,Stayed,No,69,2431,35.75,961.40,4,Month-to-Month,Mailed Check,Offer C,DSL,Yes,Female,62,No,California,La Jolla
7746-QYVCO,Stayed,No,55,2464,55.85,1194.44,3,One Year,Credit Card,Offer D,Cable,No,Male,57,No,California,White Water
7748-UMTRK,Stayed,No,34,2440,101.30,4097.10,4,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,80,Yes,California,San Francisco
7750-EYXWZ,Stayed,No,24,3740,60.65,702.89,3,One Year,Bank Withdrawal,No Offer,Cable,Yes,Female,62,No,California,Yucca Valley
7752-XUSCI,Churned,Yes,84,4105,105.90,7038.45,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,20,No,California,Crestline
7753-USQYQ,Stayed,No,40,5151,64.20,5148.05,3,One Year,Bank Withdrawal,Offer B,Cable,Yes,Male,47,No,California,West Covina
7754-IXRMC,Joined,No,23,3980,45.35,57.81,4,Month-to-Month,Credit Card,No Offer,DSL,No,Female,39,No,California,Atascadero
7758-UJWYS,Stayed,No,31,3897,40.55,1325.85,5,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,31,No,California,Millbrae
7758-XKCBS,Churned,Yes,82,5518,29.70,528.25,1,Month-to-Month,Bank Withdrawal,No Offer,DSL,Yes,Male,56,No,California,Reseda
7760-OYPDY,Churned,Yes,90,5586,80.65,175.85,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,32,No,California,Los Angeles
7762-ONLJY,Stayed,No,51,4122,19.70,359.23,3,One Year,Credit Card,No Offer,No Internet Service,No,Female,62,No,California,Sacramento
7762-URZQH,Churned,Yes,83,5602,106.05,8533.01,2,Two Year,Credit Card,No Offer,Fiber Optic,No,Male,30,No,California,Venice
7764-BDPEE,Joined,No,38,5868,20.85,119.39,4,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Male,50,No,California,Hayward
7765-LWVVH,Stayed,No,25,5584,95.10,8192.43,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,39,No,California,Caspar
7766-CLTIC,Stayed,No,28,4323,60.95,713.05,3,Month-to-Month,Credit Card,No Offer,Cable,Yes,Female,58,No,California,Kenwood
7767-UXAGJ,Churned,Yes,68,2928,50.45,78.70,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Male,37,No,California,Colfax
7771-CFQRQ,Stayed,No,45,5144,63.80,4500.07,3,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Female,32,No,California,Mariposa
7771-ZONAT,Stayed,No,55,4574,56.75,1304.85,4,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,62,No,California,Woodacre
7774-OJSXI,Churned,Yes,65,5387,103.45,3353.82,3,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,53,No,California,South Lake Tahoe
7776-QGYJC,Stayed,No,25,2042,81.50,4693.82,5,Month-to-Month,Bank Withdrawal,Offer C,Fiber Optic,Yes,Female,64,No,California,Shasta Lake
7776-QWNFX,Churned,Yes,83,4795,50.40,1667.00,3,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Male,71,Yes,California,Chino
7777-UNYHB,Stayed,No,21,2360,20.10,528.20,3,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Female,43,No,California,Traver
7779-LGOVN,Churned,Yes,84,4990,86.65,1321.65,1,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Male,74,Yes,California,Paskenta
7779-ORAEL,Stayed,No,52,5837,75.15,3902.90,3,Two Year,Credit Card,No Offer,DSL,Yes,Male,77,Yes,California,Mi Wuk Village
7780-OTDSO,Churned,Yes,86,2421,99.40,1946.35,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,51,No,California,Covelo
7781-EWARA,Stayed,No,56,4122,60.35,4089.47,3,One Year,Bank Withdrawal,Offer A,Cable,Yes,Male,19,No,California,Big Bend
7781-HVGMK,Stayed,No,27,5092,65.20,4784.45,3,Two Year,Credit Card,Offer A,DSL,Yes,Female,56,No,California,Amboy
7783-YKGDV,Churned,Yes,76,2538,99.70,1431.29,1,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Female,49,No,California,March Air Reserve Base
7785-RDVIG,Joined,No,57,5722,19.30,85.09,4,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Female,53,No,California,Hemet
7786-WBJYI,Churned,Yes,89,5365,77.95,429.35,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,31,No,California,San Diego
7787-BNTZM,Stayed,No,76,5761,20.15,172.08,5,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Male,56,No,California,Comptche
7789-CRUVC,Stayed,No,76,5274,94.20,7954.20,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,Yes,Female,77,Yes,California,San Diego
7789-HKSBS,Stayed,No,36,5573,105.20,6044.65,3,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,79,Yes,California,Lakewood
7794-JASDG,Joined,No,80,2250,50.75,96.52,3,Month-to-Month,Credit Card,Offer E,DSL,No,Male,37,No,California,Winchester
7795-CFOCW,Stayed,No,66,4307,42.30,1840.75,3,One Year,Bank Withdrawal,No Offer,DSL,Yes,Male,53,No,California,Los Angeles
7797-EJMDP,Stayed,No,59,4157,66.05,842.82,3,Month-to-Month,Bank Withdrawal,Offer E,DSL,Yes,Female,34,No,California,Manteca
7798-JVXYM,Stayed,No,69,5351,69.65,1439.54,3,Month-to-Month,Bank Withdrawal,Offer D,DSL,Yes,Female,52,No,California,Herald
7799-DSEWS,Stayed,No,47,5993,68.35,2176.04,3,Month-to-Month,Bank Withdrawal,Offer D,DSL,Yes,Male,22,No,California,Hayward
7799-LGRDP,Stayed,No,79,2017,25.70,2285.99,4,Two Year,Credit Card,No Offer,No Internet Service,No,Female,42,No,California,Lakewood
7801-CEDNV,Stayed,No,30,3560,48.70,1665.02,3,One Year,Credit Card,No Offer,DSL,No,Male,33,No,California,Inglewood
7801-KICAO,Stayed,No,73,5033,74.15,1550.23,4,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Female,43,No,California,Pasadena
7802-EFKNY,Churned,Yes,79,5865,24.95,100.40,1,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,37,No,California,Redlands
7803-XOCCZ,Stayed,No,48,6099,84.05,5988.72,3,Month-to-Month,Bank Withdrawal,Offer B,Fiber Optic,Yes,Female,54,No,California,Anza
7808-DVWEP,Joined,No,44,3985,20.00,142.83,3,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Male,51,No,California,Chico
7811-JIVPF,Stayed,No,47,4790,49.70,2203.23,5,Month-to-Month,Credit Card,No Offer,Cable,No,Female,44,No,California,Long Beach
7812-FZHPE,Churned,Yes,86,4648,24.10,720.32,1,Month-to-Month,Credit Card,Offer D,No Internet Service,No,Female,31,No,California,Bradley
7813-TKCVO,Stayed,No,57,4390,20.35,952.35,3,One Year,Credit Card,No Offer,No Internet Service,No,Female,23,No,California,Oak Park
7813-ZGGAW,Stayed,No,40,3364,96.60,3353.80,5,Two Year,Bank Withdrawal,Offer C,Fiber Optic,Yes,Male,68,Yes,California,Applegate
7814-LEEVE,Joined,No,54,4215,20.30,26.94,5,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Female,60,No,California,Grass Valley
7815-PDTHL,Stayed,No,45,3481,20.20,2182.40,3,Two Year,Credit Card,No Offer,No Internet Service,No,Male,64,No,California,Van Nuys
7816-VGHTO,Stayed,No,30,2866,40.55,267.50,5,Two Year,Credit Card,Offer E,Cable,Yes,Female,61,No,California,Rio Oso
7817-BOQPW,Churned,Yes,77,4320,75.55,249.04,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,32,No,California,Rio Dell
